range_bin,doppler_bin,out_i,out_q
185,17,0,0
185,18,0,1
185,19,-1,-4
185,20,0,1
185,21,0,0
185,22,0,-2
185,23,-1,-3
185,24,2,2
185,25,0,0
185,26,0,-1
185,27,1,4
185,28,0,-1
185,29,0,0
185,30,0,2
185,31,1,3
186,0,-1,-2
186,1,-3,-3
186,2,-1,0
186,3,-1,-3
186,4,-1,0
186,5,1,0
186,6,1,-1
186,7,0,-3
186,8,1,0
186,9,3,3
186,10,-1,0
186,11,1,1
186,12,1,2
186,13,-1,0
186,14,1,1
186,15,0,5
186,16,0,-2
186,17,-1,0
186,18,0,0
186,19,1,2
186,20,0,-2
186,21,-1,0
186,22,0,0
186,23,1,2
186,24,0,-2
186,25,-1,0
186,26,0,0
186,27,1,2
186,28,0,-2
186,29,-1,0
186,30,0,0
186,31,1,2
187,0,-2,-3
187,1,-2,0
187,2,0,-1
187,3,-1,-1
187,4,1,0
187,5,-3,-2
187,6,2,1
187,7,-3,-5
187,8,0,3
187,9,2,0
187,10,0,-1
187,11,1,1
187,12,1,0
187,13,3,2
187,14,-2,1
187,15,3,5
187,16,0,-1
187,17,0,0
187,18,-1,-1
187,19,0,0
187,20,-1,0
187,21,0,-1
187,22,-1,0
187,23,0,-1
187,24,0,1
187,25,0,0
187,26,1,1
187,27,0,0
187,28,1,0
187,29,0,1
187,30,1,0
187,31,0,1
188,0,0,0
188,1,-2,-2
188,2,0,0
188,3,0,-1
188,4,0,0
188,5,0,1
188,6,0,0
188,7,0,0
188,8,0,0
188,9,0,0
188,10,0,0
188,11,0,-1
188,12,0,0
188,13,2,1
188,14,0,0
188,15,0,2
188,16,-2,-3
188,17,0,0
188,18,-1,-1
188,19,-4,-3
188,20,2,0
188,21,-1,0
188,22,0,-1
188,23,2,0
188,24,0,1
188,25,0,0
188,26,1,1
188,27,0,-1
188,28,0,2
188,29,1,0
188,30,0,1
188,31,2,4
189,0,-2,-2
189,1,-1,0
189,2,-1,-3
189,3,-1,-1
189,4,-1,1
189,5,1,-1
189,6,-1,-1
189,7,1,0
189,8,2,0
189,9,-1,0
189,10,1,3
189,11,-1,-1
189,12,1,1
189,13,1,1
189,14,1,1
189,15,1,2
189,16,-1,-2
189,17,-1,-1
189,18,-1,-2
189,19,-1,0
189,20,0,1
189,21,1,-2
189,22,-1,1
189,23,1,1
189,24,-1,0
189,25,-1,-1
189,26,1,0
189,27,-1,0
189,28,2,1
189,29,1,0
189,30,1,1
189,31,1,3
190,0,-1,-2
190,1,1,0
190,2,-2,0
190,3,-1,-3
190,4,1,1
190,5,-1,0
190,6,0,-1
190,7,0,1
190,8,-1,0
190,9,1,0
190,10,0,0
190,11,1,-1
190,12,1,1
190,13,-1,0
190,14,2,1
190,15,0,3
190,16,-1,-1
190,17,1,0
190,18,-2,0
190,19,1,-1
190,20,-1,1
190,21,1,0
190,22,0,0
190,23,1,1
190,24,-1,-1
190,25,1,0
190,26,-2,0
190,27,1,-1
190,28,-1,1
190,29,1,0
190,30,0,0
190,31,1,1
191,0,0,-2
191,1,-1,0
191,2,-1,1
191,3,2,-2
191,4,0,0
191,5,-1,0
191,6,1,1
191,7,0,2
191,8,0,-2
191,9,-1,0
191,10,-1,1
191,11,2,-2
191,12,0,0
191,13,-1,0
191,14,1,1
191,15,0,2
191,16,-1,0
191,17,-2,-2
191,18,0,-1
191,19,-1,0
191,20,0,0
191,21,0,-3
191,22,-1,-1
191,23,0,0
191,24,1,0
191,25,2,0
191,26,0,1
191,27,1,2
191,28,0,0
191,29,0,1
191,30,1,1
191,31,0,2
192,0,0,-1
192,1,0,-1
192,2,-1,0
192,3,0,0
192,4,0,1
192,5,0,-1
192,6,1,0
192,7,0,2
192,8,0,-1
192,9,0,-1
192,10,-1,0
192,11,0,0
192,12,0,1
192,13,0,-1
192,14,1,0
192,15,0,2
192,16,-1,0
192,17,-1,-1
192,18,0,-1
192,19,0,0
192,20,1,0
192,21,-1,0
192,22,0,1
192,23,0,-1
192,24,-1,0
192,25,1,1
192,26,0,-1
192,27,0,0
192,28,1,0
192,29,1,0
192,30,0,1
192,31,0,1
193,0,0,-1
193,1,-2,-1
193,2,0,1
193,3,1,0
193,4,0,-1
193,5,-2,0
193,6,0,1
193,7,1,-1
193,8,0,-1
193,9,0,1
193,10,0,1
193,11,1,0
193,12,0,-1
193,13,0,0
193,14,0,1
193,15,1,1
193,16,0,-1
193,17,-1,0
193,18,0,0
193,19,-2,0
193,20,0,0
193,21,-1,-1
193,22,0,0
193,23,-1,-2
193,24,0,1
193,25,1,0
193,26,0,0
193,27,2,0
193,28,0,0
193,29,1,1
193,30,0,0
193,31,1,2
194,0,-2,-1
194,1,-1,-1
194,2,-1,0
194,3,2,0
194,4,0,-1
194,5,-1,0
194,6,-1,2
194,7,2,-1
194,8,-2,-1
194,9,1,1
194,10,-1,0
194,11,2,0
194,12,0,-1
194,13,1,0
194,14,-1,2
194,15,2,1
194,16,0,-1
194,17,-1,0
194,18,0,0
194,19,0,-1
194,20,-1,0
194,21,0,0
194,22,0,-1
194,23,-1,-1
194,24,0,1
194,25,1,0
194,26,0,0
194,27,0,1
194,28,1,0
194,29,0,0
194,30,0,1
194,31,1,1
195,0,0,-2
195,1,-2,0
195,2,0,0
195,3,-3,-1
195,4,0,1
195,5,0,-1
195,6,0,0
195,7,0,-1
195,8,0,0
195,9,0,0
195,10,0,0
195,11,1,-1
195,12,0,1
195,13,2,1
195,14,0,0
195,15,2,3
195,16,-2,-2
195,17,1,-1
195,18,-3,-1
195,19,0,0
195,20,1,0
195,21,0,-3
195,22,-1,1
195,23,-1,-2
195,24,0,2
195,25,-1,-1
195,26,3,-1
195,27,0,2
195,28,1,0
195,29,0,1
195,30,1,1
195,31,1,4
196,0,0,-2
196,1,-3,-1
196,2,0,0
196,3,0,-2
196,4,-1,1
196,5,0,1
196,6,0,-1
196,7,0,-1
196,8,0,0
196,9,1,1
196,10,0,0
196,11,-2,0
196,12,1,1
196,13,2,-1
196,14,0,1
196,15,2,3
196,16,0,-1
196,17,-1,0
196,18,0,0
196,19,-1,-1
196,20,0,1
196,21,1,0
196,22,0,0
196,23,1,1
196,24,0,-1
196,25,-1,0
196,26,0,0
196,27,-1,-1
196,28,0,1
196,29,1,0
196,30,0,0
196,31,1,1
197,0,-3,-1
197,1,-1,-1
197,2,-1,0
197,3,0,0
197,4,-1,-1
197,5,0,-1
197,6,-2,0
197,7,1,-2
197,8,1,-1
197,9,1,1
197,10,-1,2
197,11,4,0
197,12,-1,-1
197,13,0,1
197,14,0,2
197,15,3,2
197,16,-1,-2
197,17,0,1
197,18,-1,-2
197,19,-1,0
197,20,1,-1
197,21,0,1
197,22,-1,-1
197,23,0,0
197,24,-1,0
197,25,0,1
197,26,1,-2
197,27,1,2
197,28,1,-1
197,29,0,1
197,30,1,1
197,31,0,2
198,0,-2,0
198,1,0,-2
198,2,-1,-1
198,3,1,-1
198,4,1,0
198,5,-2,-1
198,6,0,1
198,7,-1,-2
198,8,0,0
198,9,0,2
198,10,1,-1
198,11,-1,1
198,12,1,0
198,13,2,1
198,14,0,1
198,15,1,2
198,16,0,-3
198,17,-1,1
198,18,-1,-1
198,19,-2,-1
198,20,0,0
198,21,1,1
198,22,-1,-2
198,23,1,1
198,24,0,-1
198,25,-1,1
198,26,1,-1
198,27,0,1
198,28,0,0
198,29,1,1
198,30,1,0
198,31,1,3
199,0,-4,-3
199,1,1,-1
199,2,-1,1
199,3,0,-2
199,4,1,-1
199,5,0,-1
199,6,-1,2
199,7,0,-1
199,8,0,-1
199,9,-1,-1
199,10,1,3
199,11,-2,0
199,12,3,-3
199,13,0,3
199,14,1,2
199,15,2,3
199,16,0,-1
199,17,-2,-1
199,18,0,0
199,19,1,-1
199,20,-1,0
199,21,-1,1
199,22,0,-1
199,23,-1,-2
199,24,0,1
199,25,2,1
199,26,0,0
199,27,-1,1
199,28,1,0
199,29,1,-1
199,30,0,1
199,31,1,2
200,0,0,0
200,1,-1,-1
200,2,0,0
200,3,0,0
200,4,0,0
200,5,-1,0
200,6,0,0
200,7,0,-1
200,8,0,0
200,9,1,1
200,10,0,0
200,11,0,0
200,12,0,0
200,13,1,0
200,14,0,0
200,15,0,1
200,16,-2,-2
200,17,-4,-2
200,18,1,1
200,19,-1,-3
200,20,-1,-1
200,21,-1,0
200,22,1,0
200,23,1,-1
200,24,-2,0
200,25,2,0
200,26,1,1
200,27,1,1
200,28,1,-1
200,29,-1,2
200,30,1,2
200,31,3,3
201,0,-3,-1
201,1,0,-1
201,2,0,0
201,3,-2,-2
201,4,0,0
201,5,-1,-1
201,6,2,0
201,7,-1,0
201,8,-1,-1
201,9,2,1
201,10,0,0
201,11,2,-2
201,12,0,2
201,13,-1,1
201,14,2,0
201,15,1,4
201,16,0,-2
201,17,-1,0
201,18,-1,-1
201,19,0,-1
201,20,-1,1
201,21,1,0
201,22,-1,0
201,23,1,-1
201,24,0,0
201,25,-1,0
201,26,1,1
201,27,-2,-1
201,28,1,1
201,29,1,0
201,30,1,0
201,31,1,3
202,0,0,0
202,1,-2,-2
202,2,0,0
202,3,-1,0
202,4,0,0
202,5,0,-3
202,6,0,0
202,7,0,0
202,8,0,0
202,9,2,0
202,10,0,0
202,11,1,2
202,12,0,0
202,13,0,1
202,14,0,0
202,15,0,2
202,16,0,-5
202,17,-2,1
202,18,0,1
202,19,0,-1
202,20,0,-1
202,21,-1,-1
202,22,0,1
202,23,1,-3
202,24,0,3
202,25,0,-3
202,26,0,1
202,27,2,3
202,28,0,-1
202,29,-1,-1
202,30,0,1
202,31,1,5
203,0,0,-3
203,1,-2,0
203,2,-1,1
203,3,1,-2
203,4,-1,0
203,5,-1,0
203,6,1,0
203,7,0,0
203,8,0,-1
203,9,0,0
203,10,-1,1
203,11,1,0
203,12,1,0
203,13,-1,0
203,14,1,2
203,15,2,2
203,16,0,-2
203,17,-2,0
203,18,0,0
203,19,1,1
203,20,0,-2
203,21,-2,1
203,22,0,0
203,23,1,0
203,24,0,-2
203,25,0,2
203,26,0,0
203,27,1,1
203,28,0,-2
203,29,0,1
203,30,0,0
203,31,1,2
204,0,-1,-1
204,1,-1,0
204,2,1,0
204,3,-2,0
204,4,-1,0
204,5,-1,-1
204,6,1,0
204,7,-1,-2
204,8,-1,1
204,9,1,0
204,10,1,0
204,11,2,0
204,12,-1,0
204,13,1,1
204,14,1,0
204,15,1,2
204,16,-1,0
204,17,0,0
204,18,1,-2
204,19,-2,-1
204,20,0,0
204,21,-1,0
204,22,0,0
204,23,0,-2
204,24,1,0
204,25,0,0
204,26,-1,2
204,27,2,1
204,28,0,0
204,29,1,0
204,30,0,0
204,31,0,2
205,0,-2,-1
205,1,-1,-2
205,2,0,0
205,3,1,-1
205,4,0,0
205,5,-1,-1
205,6,1,1
205,7,-2,-1
205,8,0,1
205,9,1,0
205,10,0,-2
205,11,-1,3
205,12,2,0
205,13,1,-1
205,14,-1,1
205,15,2,3
205,16,-1,-2
205,17,-2,-1
205,18,0,0
205,19,-1,-2
205,20,-1,0
205,21,1,0
205,22,0,0
205,23,0,-2
205,24,-1,2
205,25,2,-1
205,26,0,0
205,27,-1,0
205,28,3,0
205,29,-1,2
205,30,0,0
205,31,2,4
206,0,-2,-1
206,1,-2,-1
206,2,1,0
206,3,-1,-1
206,4,-2,-1
206,5,1,0
206,6,1,-1
206,7,-2,-2
206,8,0,1
206,9,2,1
206,10,1,0
206,11,1,1
206,12,0,1
206,13,-1,0
206,14,1,1
206,15,2,2
206,16,-2,-2
206,17,0,-1
206,18,0,-2
206,19,-2,2
206,20,0,0
206,21,0,-2
206,22,-2,0
206,23,-1,-3
206,24,2,2
206,25,0,-1
206,26,0,2
206,27,2,0
206,28,0,0
206,29,0,0
206,30,2,0
206,31,1,5
207,0,-2,0
207,1,1,0
207,2,-1,-1
207,3,1,0
207,4,-1,0
207,5,1,0
207,6,-2,-1
207,7,1,0
207,8,0,0
207,9,1,0
207,10,-1,1
207,11,1,0
207,12,-1,0
207,13,1,0
207,14,0,1
207,15,1,0
207,16,-2,-2
207,17,0,0
207,18,-1,0
207,19,2,-1
207,20,-1,0
207,21,-1,-2
207,22,-1,1
207,23,0,-2
207,24,2,0
207,25,-2,0
207,26,1,2
207,27,0,1
207,28,1,-2
207,29,-1,2
207,30,1,1
207,31,2,2
208,0,-1,-2
208,1,-1,0
208,2,0,0
208,3,-3,1
208,4,1,0
208,5,-3,-4
208,6,1,1
208,7,-3,-2
208,8,1,2
208,9,1,-2
208,10,0,0
208,11,3,1
208,12,-1,0
208,13,3,2
208,14,-1,-1
208,15,3,4
208,16,-2,-3
208,17,-1,0
208,18,-1,-1
208,19,1,0
208,20,-2,-1
208,21,0,0
208,22,0,-1
208,23,-2,-3
208,24,2,1
208,25,1,2
208,26,1,-1
208,27,-1,2
208,28,2,-1
208,29,0,2
208,30,0,-1
208,31,2,5
209,0,-2,0
209,1,-2,-2
209,2,0,-1
209,3,-2,-2
209,4,1,0
209,5,0,-1
209,6,-1,-1
209,7,1,0
209,8,0,0
209,9,2,0
209,10,0,1
209,11,0,0
209,12,1,0
209,13,0,3
209,14,1,1
209,15,1,2
209,16,-1,-1
209,17,0,-1
209,18,-1,0
209,19,-2,-1
209,20,0,-1
209,21,0,0
209,22,-1,-1
209,23,0,-2
209,24,1,1
209,25,0,1
209,26,1,0
209,27,2,1
209,28,0,1
209,29,0,0
209,30,1,1
209,31,0,2
210,0,-2,-1
210,1,-1,0
210,2,-1,-1
210,3,-2,-2
210,4,1,0
210,5,-2,-3
210,6,0,1
210,7,-1,-3
210,8,0,1
210,9,1,0
210,10,1,-1
210,11,2,2
210,12,1,0
210,13,2,3
210,14,0,1
210,15,1,3
210,16,0,0
210,17,0,0
210,18,0,0
210,19,0,0
210,20,0,0
210,21,0,0
210,22,0,0
210,23,0,0
210,24,0,0
210,25,0,0
210,26,0,0
210,27,0,0
210,28,0,0
210,29,0,0
210,30,0,0
210,31,0,0
211,0,-2,0
211,1,0,-2
211,2,-1,-1
211,3,1,-1
211,4,1,0
211,5,-2,-1
211,6,0,1
211,7,-1,-2
211,8,0,0
211,9,0,2
211,10,1,-1
211,11,-1,1
211,12,1,0
211,13,2,1
211,14,0,1
211,15,1,2
211,16,0,0
211,17,-2,-2
211,18,0,0
211,19,0,-1
211,20,0,0
211,21,0,1
211,22,0,0
211,23,0,0
211,24,0,0
211,25,0,0
211,26,0,0
211,27,0,-1
211,28,0,0
211,29,2,1
211,30,0,0
211,31,0,2
212,0,-3,0
212,1,-1,-1
212,2,2,0
212,3,-2,0
212,4,-2,-1
212,5,0,-1
212,6,2,0
212,7,-1,-2
212,8,-1,0
212,9,1,1
212,10,2,0
212,11,2,0
212,12,-2,1
212,13,0,1
212,14,2,0
212,15,1,2
212,16,-1,0
212,17,0,-3
212,18,-1,0
212,19,1,0
212,20,0,0
212,21,-2,-2
212,22,0,0
212,23,-1,-1
212,24,1,0
212,25,0,1
212,26,1,0
212,27,-1,2
212,28,0,0
212,29,2,0
212,30,0,0
212,31,1,3
213,0,-4,-1
213,1,0,-1
213,2,-1,0
213,3,0,-2
213,4,-2,0
213,5,1,-1
213,6,-1,-1
213,7,-2,-3
213,8,2,1
213,9,2,1
213,10,-1,0
213,11,2,2
213,12,0,0
213,13,1,1
213,14,-1,1
213,15,4,3
213,16,-2,-3
213,17,0,0
213,18,-3,0
213,19,2,-1
213,20,-1,-1
213,21,-1,0
213,22,0,0
213,23,1,1
213,24,0,-3
213,25,0,2
213,26,-1,0
213,27,2,1
213,28,-1,-1
213,29,1,2
213,30,0,0
213,31,3,3
214,0,-1,0
214,1,0,-1
214,2,0,0
214,3,-1,-1
214,4,1,0
214,5,0,1
214,6,0,0
214,7,1,1
214,8,-1,0
214,9,0,-1
214,10,0,0
214,11,-1,-1
214,12,1,0
214,13,0,1
214,14,0,0
214,15,1,1
214,16,-1,-1
214,17,-1,0
214,18,0,-1
214,19,0,-1
214,20,0,0
214,21,0,0
214,22,0,0
214,23,-1,-1
214,24,-1,1
214,25,1,0
214,26,0,-1
214,27,0,1
214,28,2,0
214,29,0,0
214,30,0,2
214,31,1,1
215,0,-1,-1
215,1,-1,-1
215,2,0,0
215,3,-3,-1
215,4,1,0
215,5,-1,0
215,6,0,0
215,7,0,-1
215,8,-1,1
215,9,1,-1
215,10,0,0
215,11,1,-1
215,12,1,0
215,13,1,2
215,14,0,0
215,15,2,3
215,16,-4,-1
215,17,1,0
215,18,-1,0
215,19,1,-2
215,20,-2,0
215,21,1,0
215,22,0,-2
215,23,-1,-1
215,24,2,1
215,25,1,0
215,26,-1,0
215,27,1,2
215,28,0,0
215,29,1,0
215,30,-2,2
215,31,3,1
216,0,0,-2
216,1,-1,0
216,2,0,-1
216,3,-2,2
216,4,0,-1
216,5,-1,-1
216,6,0,-1
216,7,-1,0
216,8,0,0
216,9,1,0
216,10,0,-1
216,11,2,2
216,12,0,-1
216,13,1,1
216,14,0,-1
216,15,1,4
216,16,-2,-1
216,17,-1,-3
216,18,-1,1
216,19,1,0
216,20,0,-1
216,21,-2,-1
216,22,0,1
216,23,-1,-3
216,24,2,-1
216,25,-1,3
216,26,1,1
216,27,1,0
216,28,0,-1
216,29,0,1
216,30,0,1
216,31,3,3
217,0,0,-4
217,1,-2,0
217,2,-2,1
217,3,-1,-3
217,4,0,0
217,5,0,-1
217,6,-2,1
217,7,4,-2
217,8,0,0
217,9,-2,0
217,10,2,1
217,11,1,1
217,12,0,0
217,13,0,1
217,14,2,1
217,15,0,4
217,16,-1,0
217,17,-1,-1
217,18,-1,0
217,19,-1,-2
217,20,0,0
217,21,0,-3
217,22,0,0
217,23,-1,-2
217,24,1,0
217,25,1,1
217,26,1,0
217,27,1,2
217,28,0,0
217,29,0,3
217,30,0,0
217,31,1,2
218,0,-1,-1
218,1,-1,-1
218,2,0,-2
218,3,0,-1
218,4,-1,0
218,5,1,0
218,6,-2,0
218,7,0,0
218,8,1,1
218,9,-1,-1
218,10,0,2
218,11,0,-1
218,12,1,0
218,13,1,2
218,14,2,0
218,15,0,2
218,16,-2,-2
218,17,-2,-1
218,18,-2,0
218,19,0,-3
218,20,1,0
218,21,-1,-3
218,22,1,2
218,23,0,-1
218,24,0,-2
218,25,0,1
218,26,0,0
218,27,2,1
218,28,1,0
218,29,-1,3
218,30,1,2
218,31,2,3
219,0,0,-2
219,1,-2,0
219,2,0,1
219,3,1,-1
219,4,-1,-1
219,5,-1,0
219,6,0,0
219,7,0,-1
219,8,0,0
219,9,0,0
219,10,0,1
219,11,1,1
219,12,1,-1
219,13,-1,0
219,14,0,2
219,15,2,1
219,16,0,0
219,17,-3,-2
219,18,0,0
219,19,-1,-2
219,20,0,0
219,21,1,-1
219,22,0,0
219,23,0,0
219,24,0,0
219,25,1,0
219,26,0,0
219,27,1,0
219,28,0,0
219,29,1,3
219,30,0,0
219,31,0,2
220,0,-1,-1
220,1,-1,-1
220,2,0,0
220,3,-1,-2
220,4,0,0
220,5,0,1
220,6,0,-1
220,7,0,0
220,8,-1,1
220,9,1,-1
220,10,0,0
220,11,-1,0
220,12,2,0
220,13,0,1
220,14,0,1
220,15,2,2
220,16,-1,0
220,17,0,-1
220,18,-1,0
220,19,0,-1
220,20,0,0
220,21,-1,-1
220,22,0,0
220,23,-1,-1
220,24,1,0
220,25,0,1
220,26,1,0
220,27,0,1
220,28,0,0
220,29,1,1
220,30,0,0
220,31,1,1
221,0,0,-2
221,1,0,1
221,2,0,0
221,3,0,-2
221,4,0,2
221,5,0,-1
221,6,0,0
221,7,0,2
221,8,0,-2
221,9,0,1
221,10,0,0
221,11,0,-2
221,12,0,2
221,13,0,-1
221,14,0,0
221,15,0,2
221,16,0,-2
221,17,-3,-1
221,18,0,1
221,19,1,-1
221,20,0,0
221,21,1,-1
221,22,0,1
221,23,1,3
221,24,0,-2
221,25,-3,-1
221,26,0,1
221,27,1,-1
221,28,0,0
221,29,1,-1
221,30,0,1
221,31,1,3
222,0,0,-2
222,1,0,1
222,2,-1,-1
222,3,0,0
222,4,0,0
222,5,0,1
222,6,1,-1
222,7,0,2
222,8,0,-2
222,9,0,1
222,10,-1,-1
222,11,0,0
222,12,0,0
222,13,0,1
222,14,1,-1
222,15,0,2
222,16,-1,-1
222,17,-2,-1
222,18,0,-1
222,19,0,-1
222,20,0,1
222,21,2,-1
222,22,-1,-1
222,23,0,3
222,24,1,-1
222,25,-2,-1
222,26,0,1
222,27,0,-1
222,28,0,1
222,29,2,-1
222,30,1,1
222,31,0,3
223,0,0,-2
223,1,-1,0
223,2,-1,-1
223,3,-1,1
223,4,0,0
223,5,0,-3
223,6,-1,0
223,7,-1,-2
223,8,0,2
223,9,1,-2
223,10,1,1
223,11,1,1
223,12,0,0
223,13,0,1
223,14,1,0
223,15,1,4
223,16,-2,-1
223,17,0,-1
223,18,-2,-1
223,19,0,-2
223,20,1,1
223,21,-1,-1
223,22,1,1
223,23,-1,0
223,24,0,-1
223,25,0,1
223,26,0,-1
223,27,0,0
223,28,1,1
223,29,1,1
223,30,1,1
223,31,1,2
224,0,0,-3
224,1,-1,1
224,2,-1,-1
224,3,0,-1
224,4,-1,0
224,5,0,1
224,6,1,-2
224,7,-1,1
224,8,0,-1
224,9,1,1
224,10,-1,-1
224,11,0,1
224,12,1,0
224,13,0,1
224,14,1,0
224,15,1,3
224,16,-2,-3
224,17,0,1
224,18,-1,-1
224,19,1,-1
224,20,-2,0
224,21,1,1
224,22,0,-3
224,23,0,1
224,24,0,-1
224,25,2,1
224,26,-3,-1
224,27,1,1
224,28,0,0
224,29,1,1
224,30,0,1
224,31,2,3
225,0,0,-4
225,1,-1,1
225,2,0,-1
225,3,-3,-1
225,4,1,0
225,5,0,1
225,6,0,-1
225,7,1,0
225,8,0,0
225,9,-1,1
225,10,0,-1
225,11,1,1
225,12,-1,0
225,13,2,1
225,14,0,-1
225,15,1,4
225,16,-1,-1
225,17,-1,-2
225,18,0,-1
225,19,-1,2
225,20,0,-2
225,21,0,0
225,22,0,-1
225,23,-1,-1
225,24,1,-1
225,25,1,2
225,26,0,-1
225,27,1,2
225,28,0,0
225,29,0,0
225,30,0,-1
225,31,1,5
226,0,-1,0
226,1,0,0
226,2,0,-1
226,3,0,0
226,4,1,0
226,5,0,0
226,6,0,1
226,7,0,0
226,8,-1,0
226,9,0,0
226,10,0,-1
226,11,0,0
226,12,1,0
226,13,0,0
226,14,0,1
226,15,0,0
226,16,-3,0
226,17,0,0
226,18,0,-2
226,19,0,0
226,20,0,-1
226,21,0,0
226,22,1,0
226,23,0,0
226,24,-1,0
226,25,0,0
226,26,2,0
226,27,0,0
226,28,0,1
226,29,0,0
226,30,1,2
226,31,0,0
227,0,0,-1
227,1,0,0
227,2,-1,0
227,3,1,-2
227,4,0,1
227,5,0,0
227,6,1,0
227,7,-1,2
227,8,0,-1
227,9,0,0
227,10,-1,0
227,11,1,-2
227,12,0,1
227,13,0,0
227,14,1,0
227,15,-1,2
227,16,-1,-2
227,17,-2,0
227,18,-1,-2
227,19,-1,1
227,20,0,-2
227,21,-2,0
227,22,0,-2
227,23,-1,-2
227,24,1,0
227,25,2,2
227,26,1,0
227,27,1,1
227,28,0,0
227,29,2,2
227,30,0,0
227,31,1,4
228,0,-2,0
228,1,0,-1
228,2,0,0
228,3,-1,-1
228,4,2,0
228,5,0,1
228,6,0,0
228,7,1,1
228,8,-2,0
228,9,0,-1
228,10,0,0
228,11,-1,-1
228,12,2,0
228,13,0,1
228,14,0,0
228,15,1,1
228,16,-1,-2
228,17,0,-1
228,18,-1,0
228,19,-1,-1
228,20,0,1
228,21,0,-1
228,22,-1,-2
228,23,0,1
228,24,1,0
228,25,0,-1
228,26,-1,0
228,27,1,1
228,28,0,1
228,29,0,-1
228,30,3,2
228,31,0,3
229,0,0,-1
229,1,-3,-1
229,2,0,0
229,3,-1,-2
229,4,-1,0
229,5,0,-1
229,6,0,-1
229,7,-1,-2
229,8,0,1
229,9,3,1
229,10,0,0
229,11,1,2
229,12,1,0
229,13,0,1
229,14,0,1
229,15,1,2
229,16,-1,-2
229,17,-1,1
229,18,0,-2
229,19,-1,0
229,20,0,0
229,21,1,1
229,22,-1,-2
229,23,1,2
229,24,1,-2
229,25,-1,1
229,26,0,0
229,27,-1,0
229,28,0,0
229,29,1,1
229,30,1,0
229,31,1,2
230,0,0,-1
230,1,-4,-1
230,2,0,0
230,3,-1,-3
230,4,0,1
230,5,2,-2
230,6,0,0
230,7,0,1
230,8,0,-1
230,9,0,1
230,10,0,0
230,11,1,-1
230,12,0,1
230,13,2,2
230,14,0,0
230,15,0,3
230,16,-1,0
230,17,0,-2
230,18,0,0
230,19,-1,0
230,20,1,0
230,21,0,0
230,22,0,0
230,23,1,2
230,24,-1,0
230,25,0,-2
230,26,0,0
230,27,-1,0
230,28,1,0
230,29,0,0
230,30,0,0
230,31,1,2
231,0,-1,0
231,1,-1,-1
231,2,0,-1
231,3,0,-1
231,4,0,0
231,5,1,1
231,6,-1,-1
231,7,0,1
231,8,1,0
231,9,-1,-1
231,10,0,1
231,11,0,-1
231,12,0,0
231,13,1,1
231,14,1,1
231,15,0,1
231,16,-1,-2
231,17,-2,0
231,18,0,-2
231,19,-1,-1
231,20,-1,1
231,21,2,-2
231,22,-2,0
231,23,1,-1
231,24,1,0
231,25,0,0
231,26,0,2
231,27,-1,-1
231,28,1,1
231,29,0,2
231,30,2,0
231,31,1,3
232,0,0,0
232,1,-1,-1
232,2,0,0
232,3,0,-1
232,4,0,0
232,5,1,1
232,6,0,0
232,7,0,1
232,8,0,0
232,9,-1,-1
232,10,0,0
232,11,0,-1
232,12,0,0
232,13,1,1
232,14,0,0
232,15,0,1
232,16,-2,-2
232,17,1,1
232,18,-1,-1
232,19,-2,2
232,20,-1,-2
232,21,1,1
232,22,-1,-1
232,23,-1,-2
232,24,0,0
232,25,1,1
232,26,-1,-1
232,27,4,0
232,28,-1,0
232,29,1,1
232,30,-1,-1
232,31,3,4
233,0,-1,-3
233,1,-1,0
233,2,-1,2
233,3,1,-3
233,4,-1,0
233,5,-1,0
233,6,2,1
233,7,-1,0
233,8,1,-1
233,9,-1,0
233,10,-1,0
233,11,1,1
233,12,1,0
233,13,-1,0
233,14,0,1
233,15,3,2
233,16,-1,-1
233,17,-3,-1
233,18,0,-1
233,19,-2,-2
233,20,0,1
233,21,1,-2
233,22,-1,-1
233,23,1,0
233,24,1,-1
233,25,1,1
233,26,0,1
233,27,0,0
233,28,0,1
233,29,1,2
233,30,1,1
233,31,1,2
234,0,-1,-2
234,1,0,0
234,2,-2,0
234,3,-1,-1
234,4,0,-1
234,5,-1,0
234,6,0,-1
234,7,-1,-1
234,8,1,0
234,9,0,2
234,10,2,-2
234,11,1,3
234,12,0,-1
234,13,1,2
234,14,0,-1
234,15,1,3
234,16,0,-1
234,17,-3,-1
234,18,0,0
234,19,-2,-2
234,20,0,1
234,21,1,-2
234,22,0,0
234,23,1,0
234,24,0,-1
234,25,1,1
234,26,0,0
234,27,0,0
234,28,0,1
234,29,1,2
234,30,0,0
234,31,1,2
235,0,-3,0
235,1,0,-2
235,2,-2,0
235,3,-1,-2
235,4,1,0
235,5,-1,0
235,6,1,0
235,7,0,0
235,8,1,0
235,9,0,0
235,10,2,0
235,11,-1,0
235,12,1,0
235,13,1,2
235,14,-1,0
235,15,2,2
235,16,-2,-1
235,17,-1,0
235,18,1,-1
235,19,-1,-1
235,20,-1,1
235,21,1,0
235,22,0,-1
235,23,1,1
235,24,0,-1
235,25,-1,0
235,26,1,1
235,27,-1,-1
235,28,-1,1
235,29,1,0
235,30,2,1
235,31,1,1
236,0,0,-2
236,1,-3,1
236,2,0,0
236,3,-2,-2
236,4,0,0
236,5,-1,-1
236,6,0,-1
236,7,-1,-3
