range_bin,doppler_bin,out_i,out_q
260,14,0,0
260,15,1,3
260,16,0,-3
260,17,-2,1
260,18,0,-1
260,19,-3,0
260,20,0,0
260,21,0,0
260,22,0,-1
260,23,0,0
260,24,0,-1
260,25,0,1
260,26,0,-1
260,27,1,0
260,28,0,0
260,29,2,2
260,30,0,-1
260,31,2,4
261,0,-1,-1
261,1,1,-1
261,2,-2,0
261,3,1,0
261,4,-1,0
261,5,0,-3
261,6,0,1
261,7,-1,-1
261,8,1,1
261,9,-1,-1
261,10,2,0
261,11,-1,2
261,12,1,0
261,13,0,1
261,14,0,-1
261,15,1,3
261,16,-1,-2
261,17,1,0
261,18,-3,0
261,19,1,-2
261,20,-1,1
261,21,0,-2
261,22,1,1
261,23,-1,-1
261,24,1,0
261,25,-1,0
261,26,1,0
261,27,-1,0
261,28,1,1
261,29,0,2
261,30,1,-1
261,31,1,3
262,0,-1,-2
262,1,-1,-1
262,2,-2,-1
262,3,1,-1
262,4,-1,0
262,5,0,-1
262,6,0,0
262,7,-1,-2
262,8,1,0
262,9,1,1
262,10,0,1
262,11,1,-3
262,12,1,2
262,13,0,1
262,14,2,0
262,15,-1,6
262,16,0,-2
262,17,-2,0
262,18,0,0
262,19,-3,-1
262,20,0,1
262,21,0,-1
262,22,0,0
262,23,0,-1
262,24,0,0
262,25,0,0
262,26,0,0
262,27,1,-1
262,28,0,1
262,29,2,1
262,30,0,0
262,31,2,3
263,0,-1,0
263,1,0,0
263,2,1,0
263,3,0,0
263,4,-1,0
263,5,0,0
263,6,1,0
263,7,0,0
263,8,-1,0
263,9,0,0
263,10,1,0
263,11,0,0
263,12,-1,0
263,13,0,0
263,14,1,0
263,15,0,0
263,16,-1,0
263,17,0,-2
263,18,-1,0
263,19,1,-1
263,20,0,0
263,21,-2,-1
263,22,0,0
263,23,-1,-2
263,24,1,0
263,25,0,2
263,26,1,0
263,27,-1,1
263,28,0,0
263,29,2,1
263,30,0,0
263,31,1,2
264,0,0,0
264,1,-1,-1
264,2,0,0
264,3,0,-1
264,4,0,0
264,5,1,1
264,6,0,0
264,7,0,1
264,8,0,0
264,9,-1,-1
264,10,0,0
264,11,0,-1
264,12,0,0
264,13,1,1
264,14,0,0
264,15,0,1
264,16,0,-2
264,17,-1,-1
264,18,-1,1
264,19,1,0
264,20,0,0
264,21,-1,-1
264,22,1,1
264,23,1,2
264,24,0,-2
264,25,-1,-1
264,26,-1,1
264,27,1,0
264,28,0,0
264,29,-1,-1
264,30,1,1
264,31,1,2
265,0,-1,-1
265,1,-1,-1
265,2,-1,0
265,3,0,0
265,4,0,0
265,5,-2,-2
265,6,0,0
265,7,-2,-3
265,8,1,1
265,9,1,1
265,10,1,0
265,11,0,0
265,12,0,0
265,13,2,2
265,14,0,0
265,15,2,3
265,16,0,-1
265,17,-1,-1
265,18,-1,0
265,19,-1,-2
265,20,0,0
265,21,1,1
265,22,-1,-1
265,23,0,0
265,24,0,1
265,25,-1,-1
265,26,1,0
265,27,1,0
265,28,0,0
265,29,1,1
265,30,1,1
265,31,0,2
266,0,0,-1
266,1,-1,0
266,2,0,0
266,3,-2,0
266,4,0,0
266,5,-1,-1
266,6,0,0
266,7,-1,-2
266,8,0,1
266,9,1,0
266,10,0,0
266,11,2,0
266,12,0,0
266,13,1,1
266,14,0,0
266,15,1,2
266,16,-1,0
266,17,-2,-2
266,18,-1,0
266,19,-1,-3
266,20,0,0
266,21,1,-2
266,22,0,0
266,23,-1,-1
266,24,1,0
266,25,0,0
266,26,1,0
266,27,1,1
266,28,0,0
266,29,1,4
266,30,0,0
266,31,1,3
267,0,-1,0
267,1,0,-1
267,2,0,0
267,3,-1,-1
267,4,1,0
267,5,0,1
267,6,0,0
267,7,1,1
267,8,-1,0
267,9,0,-1
267,10,0,0
267,11,-1,-1
267,12,1,0
267,13,0,1
267,14,0,0
267,15,1,1
267,16,-1,0
267,17,0,0
267,18,-1,-1
267,19,0,0
267,20,0,-1
267,21,0,0
267,22,0,-1
267,23,0,0
267,24,1,0
267,25,0,0
267,26,1,1
267,27,0,0
267,28,0,1
267,29,0,0
267,30,0,1
267,31,0,0
268,0,-1,-2
268,1,-1,0
268,2,1,1
268,3,-2,-3
268,4,-1,0
268,5,0,0
268,6,1,-2
268,7,0,-2
268,8,-1,2
268,9,1,0
268,10,1,-1
268,11,2,3
268,12,-1,0
268,13,0,0
268,14,1,2
268,15,0,2
268,16,0,-1
268,17,-1,-2
268,18,-1,0
268,19,0,0
268,20,0,1
268,21,-1,-1
268,22,1,0
268,23,0,1
268,24,0,-1
268,25,1,0
268,26,-1,0
268,27,0,0
268,28,0,1
268,29,1,-1
268,30,1,0
268,31,0,3
269,0,-1,0
269,1,-1,-1
269,2,0,0
269,3,-2,0
269,4,0,-1
269,5,0,-1
269,6,0,0
269,7,-1,-2
269,8,1,0
269,9,1,1
269,10,0,0
269,11,2,0
269,12,0,1
269,13,0,1
269,14,0,0
269,15,1,2
269,16,-3,-1
269,17,0,-2
269,18,-1,0
269,19,-3,-2
269,20,1,-2
269,21,0,1
269,22,-1,-1
269,23,1,-1
269,24,1,1
269,25,0,0
269,26,1,0
269,27,1,0
269,28,1,2
269,29,0,1
269,30,1,1
269,31,1,3
270,0,-1,-5
270,1,-2,2
270,2,-3,-2
270,3,0,0
270,4,0,-2
270,5,-1,-1
270,6,1,0
270,7,0,-1
270,8,1,-1
270,9,0,0
270,10,1,2
270,11,2,0
270,12,0,0
270,13,-1,3
270,14,1,0
270,15,2,5
270,16,-2,-2
270,17,-2,-1
270,18,0,0
270,19,-2,-2
270,20,2,0
270,21,0,1
270,22,0,-1
270,23,-1,-1
270,24,-2,2
270,25,2,-1
270,26,0,0
270,27,0,0
270,28,2,0
270,29,0,1
270,30,0,1
270,31,3,3
271,0,-4,0
271,1,-1,-2
271,2,0,0
271,3,-3,-1
271,4,2,-2
271,5,0,0
271,6,0,0
271,7,0,-1
271,8,0,0
271,9,1,0
271,10,0,0
271,11,1,-1
271,12,2,2
271,13,0,2
271,14,0,0
271,15,2,3
271,16,-1,0
271,17,0,0
271,18,0,-1
271,19,0,0
271,20,1,0
271,21,0,0
271,22,0,1
271,23,0,0
271,24,-1,0
271,25,0,0
271,26,0,-1
271,27,0,0
271,28,1,0
271,29,0,0
271,30,0,1
271,31,0,0
272,0,0,-3
272,1,-2,0
272,2,-1,1
272,3,-1,-2
272,4,0,0
272,5,0,0
272,6,-1,0
272,7,2,0
272,8,0,-1
272,9,-2,0
272,10,1,1
272,11,1,0
272,12,0,0
272,13,0,0
272,14,1,2
272,15,2,2
272,16,-2,-1
272,17,0,0
272,18,0,-1
272,19,-2,-2
272,20,1,1
272,21,0,0
272,22,-1,-1
272,23,2,2
272,24,0,-1
272,25,0,0
272,26,0,1
272,27,-2,-2
272,28,1,1
272,29,0,0
272,30,1,1
272,31,2,2
273,0,-2,0
273,1,0,-3
273,2,-1,0
273,3,0,-3
273,4,1,0
273,5,-1,1
273,6,0,0
273,7,-1,1
273,8,0,0
273,9,0,-1
273,10,1,0
273,11,0,-1
273,12,1,0
273,13,1,3
273,14,0,0
273,15,1,3
273,16,-3,-1
273,17,0,-1
273,18,-2,0
273,19,0,0
273,20,-1,-1
273,21,1,-2
273,22,0,1
273,23,-2,-3
273,24,3,1
273,25,0,1
273,26,2,0
273,27,0,0
273,28,1,1
273,29,-1,2
273,30,0,-1
273,31,2,3
274,0,-2,-2
274,1,0,0
274,2,0,-2
274,3,0,-1
274,4,-2,1
274,5,0,-1
274,6,0,0
274,7,0,0
274,8,0,0
274,9,0,0
274,10,0,2
274,11,0,-1
274,12,0,1
274,13,0,1
274,14,4,0
274,15,0,2
274,16,0,-2
274,17,-2,0
274,18,0,1
274,19,1,-1
274,20,-1,-1
274,21,-1,0
274,22,0,0
274,23,0,-1
274,24,0,0
274,25,0,0
274,26,0,1
274,27,1,1
274,28,1,-1
274,29,-1,0
274,30,0,2
274,31,2,1
275,0,-1,-2
275,1,0,-1
275,2,-3,1
275,3,-1,-3
275,4,0,1
275,5,-1,-1
275,6,1,0
275,7,-1,-1
275,8,1,0
275,9,0,1
275,10,1,-1
275,11,1,1
275,12,0,1
275,13,1,1
275,14,1,0
275,15,1,3
275,16,-2,-3
275,17,1,0
275,18,-3,-1
275,19,0,-1
275,20,0,0
275,21,0,-3
275,22,1,0
275,23,-1,1
275,24,0,-1
275,25,1,0
275,26,1,-1
275,27,0,1
275,28,2,0
275,29,-2,3
275,30,1,-2
275,31,1,7
276,0,-3,0
276,1,0,-2
276,2,0,-2
276,3,0,-2
276,4,1,0
276,5,0,2
276,6,0,-2
276,7,0,2
276,8,1,0
276,9,0,-2
276,10,0,2
276,11,0,-2
276,12,1,0
276,13,0,2
276,14,0,2
276,15,0,2
276,16,-2,-1
276,17,0,0
276,18,0,-2
276,19,-1,0
276,20,-1,0
276,21,1,-1
276,22,-2,0
276,23,-1,-3
276,24,2,1
276,25,0,0
276,26,0,2
276,27,1,0
276,28,1,0
276,29,-1,1
276,30,2,0
276,31,1,3
277,0,-4,0
277,1,-1,-2
277,2,0,-1
277,3,-3,-1
277,4,1,-1
277,5,0,0
277,6,-1,-1
277,7,0,-1
277,8,2,0
277,9,1,0
277,10,0,1
277,11,1,-1
277,12,1,1
277,13,0,2
277,14,1,1
277,15,2,3
277,16,-1,0
277,17,0,0
277,18,1,0
277,19,0,0
277,20,-1,0
277,21,0,0
277,22,1,0
277,23,0,0
277,24,-1,0
277,25,0,0
277,26,1,0
277,27,0,0
277,28,-1,0
277,29,0,0
277,30,1,0
277,31,0,0
278,0,0,-1
278,1,-1,-1
278,2,0,0
278,3,-2,1
278,4,0,0
278,5,-1,-2
278,6,0,0
278,7,-1,-1
278,8,0,1
278,9,1,-1
278,10,0,0
278,11,2,1
278,12,0,0
278,13,1,0
278,14,0,0
278,15,1,3
278,16,-4,-2
278,17,-1,0
278,18,1,-1
278,19,-2,-2
278,20,0,2
278,21,0,-2
278,22,1,1
278,23,-1,-1
278,24,0,0
278,25,-1,0
278,26,1,-1
278,27,0,0
278,28,0,0
278,29,2,2
278,30,1,1
278,31,3,3
279,0,-2,0
279,1,-1,-2
279,2,0,-1
279,3,-2,-1
279,4,1,-1
279,5,1,-1
279,6,0,1
279,7,0,-2
279,8,0,0
279,9,1,2
279,10,0,-1
279,11,2,1
279,12,1,1
279,13,-1,1
279,14,0,1
279,15,0,2
279,16,-2,0
279,17,-1,-2
279,18,-1,-1
279,19,-1,-1
279,20,1,-1
279,21,-1,1
279,22,0,-1
279,23,1,0
279,24,0,0
279,25,1,0
279,26,1,1
279,27,-1,-1
279,28,1,1
279,29,1,1
279,30,0,1
279,31,1,2
280,0,-2,-4
280,1,0,1
280,2,-2,0
280,3,0,0
280,4,-1,-2
280,5,0,1
280,6,0,0
280,7,-1,0
280,8,0,-2
280,9,0,1
280,10,-2,0
280,11,6,-2
280,12,-1,0
280,13,0,1
280,14,0,0
280,15,3,6
280,16,0,-1
280,17,-3,-1
280,18,0,1
280,19,0,-1
280,20,0,-1
280,21,-1,-2
280,22,0,1
280,23,1,-1
280,24,0,-1
280,25,1,1
280,26,0,1
280,27,2,1
280,28,0,-1
280,29,-1,2
280,30,0,1
280,31,1,1
281,0,-1,-2
281,1,-2,-1
281,2,1,1
281,3,-1,-3
281,4,-1,0
281,5,1,1
281,6,1,-2
281,7,-1,-1
281,8,-1,2
281,9,0,-1
281,10,1,-1
281,11,1,1
281,12,-1,0
281,13,1,1
281,14,1,2
281,15,1,3
281,16,-1,0
281,17,-1,-1
281,18,0,0
281,19,-2,0
281,20,0,-1
281,21,0,-1
281,22,0,0
281,23,-1,-2
281,24,1,0
281,25,1,1
281,26,0,0
281,27,2,0
281,28,0,1
281,29,0,1
281,30,0,0
281,31,1,2
282,0,-1,-1
282,1,0,0
282,2,-2,-2
282,3,0,0
282,4,-1,-1
282,5,0,-1
282,6,0,0
282,7,0,-1
282,8,1,1
282,9,0,0
282,10,2,2
282,11,0,0
282,12,1,1
282,13,0,1
282,14,0,0
282,15,0,1
282,16,-2,-3
282,17,-1,0
282,18,-1,-1
282,19,-3,-1
282,20,-1,0
282,21,1,-2
282,22,1,0
282,23,0,-4
282,24,0,1
282,25,1,0
282,26,1,1
282,27,3,-1
282,28,-1,2
282,29,-1,2
282,30,3,0
282,31,0,6
283,0,-2,-2
283,1,0,0
283,2,-1,-1
283,3,-2,-1
283,4,1,-1
283,5,-1,0
283,6,1,-1
283,7,-1,1
283,8,0,-2
283,9,2,2
283,10,-1,-1
283,11,2,-1
283,12,1,1
283,13,-1,2
283,14,1,-1
283,15,1,5
283,16,-2,-1
283,17,0,-1
283,18,-3,0
283,19,0,-3
283,20,-1,1
283,21,1,-3
283,22,0,0
283,23,0,-1
283,24,0,-1
283,25,2,1
283,26,-1,0
283,27,2,1
283,28,-1,1
283,29,1,3
283,30,0,0
283,31,2,3
284,0,-1,-1
284,1,0,-2
284,2,-1,-1
284,3,-1,0
284,4,0,0
284,5,0,-1
284,6,-1,0
284,7,1,1
284,8,-1,1
284,9,0,-2
284,10,1,1
284,11,-1,0
284,12,2,0
284,13,0,1
284,14,1,0
284,15,1,3
284,16,-1,-1
284,17,-3,-2
284,18,0,0
284,19,1,0
284,20,1,-1
284,21,-2,-1
284,22,0,2
284,23,1,-2
284,24,-1,-1
284,25,1,2
284,26,0,0
284,27,1,0
284,28,1,-1
284,29,0,1
284,30,0,2
284,31,1,2
285,0,-5,-1
285,1,1,-2
285,2,-1,0
285,3,-1,-3
285,4,0,0
285,5,1,2
285,6,0,-2
285,7,3,3
285,8,-3,-1
285,9,1,-2
285,10,1,2
285,11,-1,-3
285,12,0,2
285,13,1,2
285,14,0,0
285,15,3,3
285,16,-1,-3
285,17,-1,1
285,18,0,0
285,19,0,-3
285,20,-1,1
285,21,0,-1
285,22,1,-2
285,23,-1,1
285,24,1,-1
285,25,1,1
285,26,0,0
285,27,0,-1
285,28,1,3
285,29,0,-1
285,30,-1,2
285,31,1,3
286,0,-2,-2
286,1,-1,0
286,2,-1,-2
286,3,-1,1
286,4,0,-1
286,5,0,-2
286,6,-1,0
286,7,1,0
286,8,-2,0
286,9,3,0
286,10,-1,-2
286,11,3,3
286,12,0,-1
286,13,2,2
286,14,-1,0
286,15,1,4
286,16,-1,-1
286,17,0,-1
286,18,-1,0
286,19,-2,-2
286,20,1,0
286,21,0,1
286,22,-1,-1
286,23,1,0
286,24,-1,1
286,25,0,-1
286,26,1,0
286,27,0,0
286,28,1,0
286,29,0,1
286,30,1,1
286,31,1,2
287,0,-2,-1
287,1,0,0
287,2,-1,-1
287,3,0,-1
287,4,0,1
287,5,2,0
287,6,-1,1
287,7,2,1
287,8,-2,-1
287,9,0,0
287,10,-1,-1
287,11,0,-1
287,12,0,1
287,13,2,0
287,14,-1,1
287,15,2,1
287,16,0,-2
287,17,0,0
287,18,-2,0
287,19,0,0
287,20,0,0
287,21,0,0
287,22,-2,0
287,23,1,-3
287,24,0,2
287,25,0,0
287,26,2,0
287,27,0,0
287,28,0,0
287,29,0,0
287,30,2,0
287,31,-1,3
288,0,-1,-4
288,1,-1,0
288,2,0,0
288,3,-1,-2
288,4,1,0
288,5,-1,2
288,6,0,0
288,7,1,-4
288,8,-1,4
288,9,1,-2
288,10,0,0
288,11,-1,0
288,12,1,0
288,13,1,0
288,14,0,0
288,15,1,6
288,16,-1,0
288,17,0,0
288,18,-1,-1
288,19,0,0
288,20,0,-1
288,21,0,0
288,22,0,-1
288,23,0,0
288,24,1,0
288,25,0,0
288,26,1,1
288,27,0,0
288,28,0,1
288,29,0,0
288,30,0,1
288,31,0,0
289,0,-3,-1
289,1,1,-2
289,2,-2,1
289,3,-3,-3
289,4,1,0
289,5,0,1
289,6,0,0
289,7,0,-2
289,8,1,1
289,9,-1,0
289,10,2,-1
289,11,1,1
289,12,1,0
289,13,0,1
289,14,0,0
289,15,2,4
289,16,-3,0
289,17,-1,-2
289,18,-1,0
289,19,-1,-2
289,20,1,0
289,21,1,-1
289,22,-1,0
289,23,2,0
289,24,-3,0
289,25,3,0
289,26,-1,0
289,27,1,0
289,28,1,0
289,29,1,3
289,30,-1,0
289,31,2,2
290,0,-1,-2
290,1,-1,0
290,2,-1,-1
290,3,0,-3
290,4,0,1
290,5,1,0
290,6,0,-1
290,7,0,3
290,8,1,-2
290,9,-1,0
290,10,1,1
290,11,0,-3
290,12,0,3
290,13,1,0
290,14,0,1
290,15,0,3
290,16,-3,0
290,17,-1,-1
290,18,0,-2
290,19,0,0
290,20,0,-1
290,21,-1,0
290,22,1,0
290,23,0,-1
290,24,-1,0
290,25,1,1
290,26,2,0
290,27,0,0
290,28,0,1
290,29,1,0
290,30,1,2
290,31,0,1
291,0,0,-1
291,1,-1,-1
291,2,0,-1
291,3,0,1
291,4,0,-1
291,5,1,1
291,6,0,-1
291,7,0,3
291,8,0,-1
291,9,-1,-1
291,10,0,-1
291,11,0,1
291,12,0,-1
291,13,1,1
291,14,0,-1
291,15,0,3
291,16,0,-1
291,17,-1,-1
291,18,0,-1
291,19,0,1
291,20,0,-1
291,21,1,1
291,22,0,-1
291,23,0,3
291,24,0,-1
291,25,-1,-1
291,26,0,-1
291,27,0,1
291,28,0,-1
291,29,1,1
291,30,0,-1
291,31,0,3
292,0,0,-3
292,1,0,0
292,2,-1,0
292,3,-1,-3
292,4,1,1
292,5,-1,0
292,6,1,0
292,7,-1,0
292,8,0,1
292,9,0,0
292,10,-1,0
292,11,3,-1
292,12,-1,1
292,13,1,0
292,14,1,0
292,15,-1,4
292,16,-3,0
292,17,1,0
292,18,0,-1
292,19,1,0
292,20,-2,0
292,21,1,0
292,22,-1,-1
292,23,1,0
292,24,-1,0
292,25,1,0
292,26,0,1
292,27,1,0
292,28,-2,0
292,29,1,0
292,30,1,1
292,31,1,0
293,0,-1,-2
293,1,-2,0
293,2,0,-1
293,3,-3,0
293,4,0,-1
293,5,1,0
293,6,0,-1
293,7,0,0
293,8,1,-2
293,9,0,2
293,10,0,-1
293,11,1,0
293,12,0,1
293,13,1,2
293,14,0,-1
293,15,2,4
293,16,0,-2
293,17,-1,0
293,18,-1,1
293,19,1,-1
293,20,0,0
293,21,-1,0
293,22,1,1
293,23,1,1
293,24,0,-2
293,25,-1,0
293,26,-1,1
293,27,1,-1
293,28,0,0
293,29,-1,0
293,30,1,1
293,31,1,1
294,0,-2,-2
294,1,-1,-1
294,2,0,0
294,3,-3,-2
294,4,0,1
294,5,1,0
294,6,-2,-2
294,7,1,-1
294,8,2,0
294,9,-1,1
294,10,0,0
294,11,1,0
294,12,0,1
294,13,1,0
294,14,2,2
294,15,1,3
294,16,-2,-4
294,17,-2,1
294,18,0,0
294,19,-2,-3
294,20,0,-2
294,21,2,2
294,22,0,-3
294,23,-1,0
294,24,2,0
294,25,-2,1
294,26,0,-2
294,27,2,1
294,28,0,2
294,29,2,0
294,30,0,1
294,31,1,6
295,0,-2,-1
295,1,0,-1
295,2,0,0
295,3,-2,-2
295,4,1,0
295,5,0,1
295,6,-2,-2
295,7,1,0
295,8,0,1
295,9,0,-1
295,10,0,0
295,11,0,0
295,12,1,0
295,13,0,1
295,14,2,2
295,15,1,2
295,16,-2,0
295,17,1,-2
295,18,-1,0
295,19,0,0
295,20,0,0
295,21,1,0
295,22,-1,0
295,23,2,2
295,24,-2,0
295,25,1,-2
295,26,-1,0
295,27,0,0
295,28,0,0
295,29,1,0
295,30,-1,0
295,31,2,2
296,0,0,-1
296,1,-1,-1
296,2,-1,0
296,3,0,-1
296,4,0,1
296,5,-1,0
296,6,1,0
296,7,0,0
296,8,0,-1
296,9,1,1
296,10,-1,0
296,11,0,-1
296,12,0,1
296,13,1,0
296,14,1,0
296,15,0,2
296,16,-3,0
296,17,0,-1
296,18,-1,-1
296,19,1,0
296,20,-1,0
296,21,1,-1
296,22,-1,0
296,23,1,0
296,24,-3,0
296,25,2,1
296,26,1,-1
296,27,1,0
296,28,-1,0
296,29,1,1
296,30,1,2
296,31,1,0
297,0,-2,-2
297,1,-1,0
297,2,-1,-1
297,3,-1,-2
297,4,1,-1
297,5,0,0
297,6,0,-2
297,7,-1,-2
297,8,0,2
297,9,1,0
297,10,1,-1
297,11,1,2
297,12,1,1
297,13,0,0
297,14,0,4
297,15,1,2
297,16,-2,0
297,17,0,-1
297,18,0,0
297,19,0,-1
297,20,0,1
297,21,-1,-1
297,22,0,0
297,23,-1,-1
297,24,2,0
297,25,0,1
297,26,0,0
297,27,0,1
297,28,0,-1
297,29,1,1
297,30,0,0
297,31,1,1
298,0,-2,-3
298,1,-3,0
298,2,1,1
298,3,0,-2
298,4,-2,-1
298,5,0,0
298,6,2,-1
298,7,1,0
298,8,0,-1
298,9,-1,0
298,10,1,1
298,11,0,0
298,12,0,1
298,13,0,0
298,14,0,3
298,15,3,2
298,16,0,0
298,17,-1,-1
298,18,0,0
298,19,0,-1
298,20,0,0
298,21,1,1
298,22,0,0
298,23,0,1
298,24,0,0
298,25,-1,-1
298,26,0,0
298,27,0,-1
298,28,0,0
298,29,1,1
298,30,0,0
298,31,0,1
299,0,0,-4
299,1,-2,0
299,2,-1,0
299,3,1,-1
299,4,-1,1
299,5,0,-4
299,6,-1,1
299,7,1,1
299,8,0,-2
299,9,0,0
299,10,1,2
299,11,1,-1
299,12,1,1
299,13,-2,0
299,14,1,1
299,15,1,5
299,16,-1,-1
299,17,-2,-1
299,18,0,0
299,19,-1,-1
299,20,-1,-1
299,21,1,0
299,22,0,-1
299,23,-2,-2
299,24,1,1
299,25,2,1
299,26,0,0
299,27,1,1
299,28,1,1
299,29,-1,0
299,30,0,1
299,31,2,2
300,0,-1,0
300,1,0,-1
300,2,-1,0
300,3,1,-1
300,4,-1,0
300,5,2,1
300,6,-1,0
300,7,1,1
300,8,-1,0
300,9,0,-1
300,10,-1,0
300,11,1,-1
300,12,-1,0
300,13,2,1
300,14,-1,0
300,15,1,1
300,16,-3,-2
300,17,0,-1
300,18,-1,0
300,19,-2,-2
300,20,-2,0
300,21,2,0
300,22,-1,-1
300,23,2,-1
300,24,-1,0
300,25,0,1
300,26,1,0
300,27,2,0
300,28,-2,2
300,29,2,0
300,30,1,1
300,31,2,3
301,0,-3,-2
301,1,1,0
301,2,-3,-2
301,3,1,-2
301,4,-1,1
301,5,0,-2
301,6,1,0
301,7,-1,-1
301,8,3,0
301,9,-1,0
301,10,1,2
301,11,-1,0
301,12,1,1
301,13,0,2
301,14,1,0
301,15,1,3
301,16,-4,-2
301,17,2,0
301,18,-2,-1
301,19,0,-1
301,20,-1,-1
301,21,2,0
301,22,-4,-1
301,23,2,-3
301,24,2,2
301,25,0,0
301,26,0,1
301,27,2,1
301,28,-1,1
301,29,0,0
301,30,2,1
301,31,0,3
302,0,-1,-2
302,1,0,0
302,2,-1,-1
302,3,-2,-1
302,4,1,-1
302,5,0,2
302,6,-1,-2
302,7,1,1
302,8,-1,0
302,9,0,0
302,10,1,-1
302,11,0,1
302,12,1,-1
302,13,0,2
302,14,1,0
302,15,1,3
302,16,0,-2
302,17,-3,-1
302,18,0,-1
302,19,-2,0
302,20,0,0
302,21,1,-2
302,22,0,-1
302,23,1,2
302,24,0,-2
302,25,1,1
302,26,0,-1
302,27,0,2
302,28,0,0
302,29,1,2
302,30,0,-1
302,31,1,4
303,0,-3,-1
303,1,0,-1
303,2,-1,0
303,3,1,-1
303,4,0,-1
303,5,0,1
303,6,-2,0
303,7,3,1
303,8,-1,-1
303,9,0,-1
303,10,-1,2
303,11,1,-1
303,12,0,-1
303,13,0,1
303,14,0,2
303,15,3,1
303,16,-1,-2
303,17,-2,-1
303,18,0,0
303,19,-2,0
303,20,0,-1
303,21,-1,1
303,22,0,-1
303,23,-2,-4
303,24,1,2
303,25,2,1
303,26,0,0
303,27,2,0
303,28,0,1
303,29,1,-1
303,30,0,1
303,31,2,4
304,0,-2,0
304,1,0,-2
304,2,-1,-1
304,3,1,0
304,4,-1,0
304,5,2,0
304,6,-2,-1
304,7,1,2
304,8,0,0
304,9,0,-2
304,10,-1,1
304,11,1,0
304,12,-1,0
304,13,2,0
304,14,0,1
304,15,1,2
304,16,-1,-2
304,17,-1,0
304,18,-2,-1
304,19,-1,-2
304,20,0,0
304,21,0,-2
304,22,1,-1
304,23,-1,0
304,24,1,-2
304,25,1,2
304,26,0,-1
304,27,1,2
304,28,0,0
304,29,0,4
304,30,1,-1
304,31,1,4
305,0,-1,-3
305,1,-3,0
305,2,1,1
305,3,0,-1
305,4,0,-1
305,5,-1,0
305,6,0,-1
305,7,-1,-2
305,8,1,1
305,9,1,0
305,10,-1,1
305,11,2,1
305,12,0,-1
305,13,-1,0
305,14,0,3
305,15,3,2
305,16,-1,-4
305,17,-2,0
305,18,-2,-1
305,19,0,-1
305,20,0,-1
305,21,-1,2
305,22,1,-4
305,23,-1,-1
305,24,1,0
305,25,2,2
305,26,0,-1
305,27,0,1
305,28,0,1
305,29,1,0
305,30,1,2
305,31,1,5
306,0,-2,-1
306,1,0,-1
306,2,-3,-1
306,3,1,-1
306,4,-1,0
306,5,0,0
306,6,0,-1
306,7,1,0
306,8,0,-1
306,9,2,1
306,10,-1,1
306,11,1,-1
306,12,-1,2
306,13,2,0
306,14,0,1
306,15,1,2
306,16,-2,-1
306,17,0,-1
306,18,-1,0
306,19,-2,-3
306,20,1,1
306,21,-1,-1
306,22,0,0
306,23,1,1
306,24,0,-1
306,25,0,1
306,26,1,0
306,27,-2,-1
306,28,1,1
306,29,1,1
306,30,0,0
306,31,3,3
307,0,0,0
307,1,-3,-2
307,2,0,0
307,3,-1,-2
307,4,0,0
307,5,1,-1
307,6,0,0
307,7,0,0
307,8,0,0
307,9,1,0
307,10,0,0
307,11,1,0
307,12,0,0
307,13,1,3
307,14,0,0
307,15,0,2
307,16,-1,0
307,17,-2,-4
307,18,0,0
307,19,-1,0
307,20,1,0
307,21,-1,-1
307,22,0,0
307,23,1,0
307,24,-1,0
307,25,2,0
307,26,0,0
307,27,-1,0
307,28,1,0
307,29,1,1
307,30,0,0
307,31,1,4
308,0,-1,-2
308,1,-2,-1
308,2,-1,0
308,3,-1,-1
308,4,-1,1
308,5,0,-1
308,6,-1,0
308,7,1,-2
308,8,-1,0
308,9,2,1
308,10,-1,0
308,11,1,-1
308,12,-1,1
308,13,4,1
308,14,-1,0
308,15,3,4
308,16,-1,-3
308,17,-3,1
308,18,1,0
308,19,1,-1
308,20,-1,-1
308,21,1,1
308,22,1,0
308,23,1,3
308,24,-1,-3
308,25,-3,1
308,26,1,0
308,27,1,-1
308,28,-1,-1
308,29,1,1
308,30,1,0
308,31,1,3
309,0,-1,0
309,1,-2,-3
309,2,0,0
309,3,-1,-3
309,4,1,0
309,5,0,0
309,6,0,0
309,7,0,1
309,8,-1,0
309,9,2,-1
309,10,0,0
309,11,1,-1
309,12,1,0
309,13,0,4
309,14,0,0
309,15,0,3
309,16,-3,0
309,17,0,-2
309,18,-1,0
309,19,-2,-1
309,20,0,-1
309,21,1,0
309,22,-1,0
309,23,1,-1
309,24,-1,0
309,25,2,0
309,26,-1,0
309,27,2,-1
309,28,0,1
309,29,1,2
309,30,-1,0
309,31,3,3
310,0,0,0
310,1,-2,-1
310,2,0,0
310,3,-1,-1
310,4,0,0
310,5,0,-2
310,6,0,0
310,7,0,-1
310,8,0,0
310,9,2,1
310,10,0,0
310,11,1,1
310,12,0,0
310,13,0,2
310,14,0,0
310,15,0,1
310,16,-1,-1
310,17,-1,-1
310,18,-2,0
310,19,0,0
310,20,0,-1
310,21,-1,0
310,22,0,-2
310,23,0,-2
310,24,1,1
310,25,1,1
310,26,2,0
310,27,0,0
310,28,0,1
310,29,1,0
310,30,0,2
310,31,0,2
311,0,-1,-2
311,1,-1,0
311,2,1,-1
311,3,0,1
